id,temperature,humidity,temp_ds,timestamp
2603,22.66666667,37.21428571,23.17666667,6/22/2025 12:36
2604,24.41769912,44.00903491,25.35076106,6/22/2025 12:37
2605,25.06085057,46.89266471,26.12783134,6/22/2025 12:37
2606,25.40960409,48.50182502,26.53147223,6/22/2025 12:37
2607,25.63125641,49.56173639,26.78800853,6/22/2025 12:37
2608,25.7851608,50.36642488,26.96613463,6/22/2025 12:38
2609,25.89782574,51.23626871,27.08296316,6/22/2025 12:38
2610,21.91666667,38.42857143,23.0725,6/22/2025 12:44
2611,23.97256637,45.13223819,25.20774336,6/22/2025 12:44
2612,24.76781241,47.76037101,26.03368045,6/22/2025 12:45
2613,25.22718491,52.11510531,26.46381972,6/22/2025 12:45
2614,25.54403544,52.60953147,26.73719722,6/22/2025 12:45
2615,25.76404076,52.89935421,26.91274836,6/22/2025 12:45
2616,25.94697807,53.04343737,27.01390529,6/22/2025 12:45
2617,26.08533747,53.12109686,27.09041244,6/22/2025 12:46
2618,26.21289768,53.15030229,27.14947257,6/22/2025 12:46
2619,26.31265117,53.17401804,27.19565825,6/22/2025 12:46
2620,26.39130377,53.19354455,27.23207424,6/22/2025 12:46
2621,26.45364484,53.11826004,27.23569434,6/22/2025 12:47
2622,26.50322278,53.0853528,27.21341757,6/22/2025 12:47
2623,26.54273496,53.05764365,27.20811302,6/22/2025 12:47
2624,26.57426808,53.0342226,27.19144807,6/22/2025 12:47
2625,26.59945544,53.043951,27.16551627,6/22/2025 12:48
2626,26.61958532,53.05221327,27.14479143,6/22/2025 12:48
2627,26.63567899,53.04453493,27.1282221,6/22/2025 12:48
